gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference,bmi
M,41,1680,75.8,985,880,991,26.86
M,28,1687,68.4,892,752,940,24.03
F,61,1486,52.5,929,792,910,23.78
M,17,1807,57.5,813,667,885,17.61
F,19,1536,61.0,823,698,991,25.86
M,26,1660,55.9,835,725,871,20.29
M,54,1695,68.4,962,798,884,23.81
M,45,1626,63.2,923,789,912,23.9
F,54,1607,50.4,866,701,874,19.52
F,25,1670,82.0,987,850,1110,29.4
F,16,1505,49.4,791,670,874,21.81
F,20,1596,54.5,882,740,924,21.4
M,33,1770,83.3,1024,945,971,26.59
F,16,1615,53.6,815,703,932,20.55
M,25,1627,73.6,942,860,979,27.8
M,37,1758,60.8,851,724,890,19.67
F,28,1625,59.0,890,790,981,22.34
M,18,1775,59.6,787,681,900,18.92
M,16,1740,54.7,762,632,860,18.07
M,44,1714,100.9,1108,1074,1091,34.35
F,17,1586,78.4,958,830,1076,31.17
M,25,1733,78.7,945,886,990,26.2
F,35,1580,61.7,947,831,954,24.72
M,45,1642,65.6,903,745,916,24.33
M,16,1680,72.3,915,814,1010,25.62
M,20,1690,48.5,757,654,826,16.98
F,27,1624,46.4,762,624,835,17.59
F,18,1652,64.8,834,700,990,23.74
M,42,1797,82.7,994,878,995,25.61
M,17,1680,56.4,820,670,890,19.98
F,36,1428,46.3,866,775,870,22.71
M,19,1696,59.4,815,705,876,20.65
M,17,1746,70.0,890,811,960,22.96
M,18,1694,65.8,842,749,934,22.93
M,23,1664,80.8,972,956,1026,29.18
F,16,1574,41.1,680,594,812,16.59
M,17,1835,77.5,895,825,980,23.02
M,34,1750,66.7,954,823,955,21.78
M,53,1705,77.2,1000,954,947,26.56
M,25,1733,77.0,950,891,991,25.64
M,20,1862,90.8,995,880,1095,26.19
F,22,1616,47.3,813,644,824,18.11
F,42,1601,51.9,765,686,910,20.25
M,22,1812,106.9,1100,1030,1090,32.56
M,18,1784,67.5,860,750,935,21.21
M,17,1709,68.4,870,695,955,23.42
M,16,1727,58.0,823,707,844,19.45
M,31,1767,67.2,865,758,935,21.52
F,64,1546,51.0,825,706,862,21.34
F,25,1605,56.2,840,720,981,21.82
M,19,1818,90.0,1080,970,1065,27.23
M,37,1768,58.0,820,705,805,18.56
F,17,1573,49.9,845,710,905,20.17
M,25,1675,78.5,960,935,1045,27.98
M,31,1727,96.1,1105,1035,1056,32.22
F,36,1662,61.9,926,785,953,22.41
M,49,1649,78.9,962,988,990,29.02
F,19,1564,63.3,921,870,1007,25.88
F,18,1585,75.1,1065,880,1043,29.89
M,45,1747,81.7,946,960,960,26.77
F,16,1556,65.3,978,832,1030,26.97
M,34,1684,73.4,982,852,965,25.88
M,28,1700,73.7,932,862,985,25.5
M,29,1765,100.5,1080,995,1085,32.26
F,20,1629,57.5,847,716,953,21.67
M,29,1742,82.1,978,855,1013,27.05
F,17,1670,60.1,856,683,965,21.55
M,51,1710,67.3,890,842,946,23.02
M,18,1784,110.4,1125,1092,1156,34.69
M,19,1711,51.8,781,674,861,17.69
M,23,1803,56.5,799,669,866,17.38
F,45,1605,57.9,880,760,923,22.48
F,33,1588,49.3,852,750,861,19.55
M,18,1736,62.5,851,720,890,20.74
F,26,1690,68.1,945,825,1000,23.84
F,38,1600,52.9,821,703,900,20.66
M,50,1810,78.6,932,875,996,23.99
F,15,1520,54.0,875,708,937,23.37
M,17,1675,68.4,885,770,971,24.38
M,30,1654,58.7,848,760,870,21.46
M,18,1727,54.5,775,690,779,18.27
M,36,1727,63.1,864,834,935,21.16
M,33,1734,79.3,905,865,1002,26.37
F,52,1675,59.5,925,762,928,21.21
F,25,1629,54.0,855,696,915,20.35
F,16,1596,52.4,813,703,930,20.57
M,25,1718,61.7,895,745,905,20.9
F,28,1667,50.6,762,610,900,18.21
F,17,1594,49.0,751,670,909,19.28
F,17,1680,56.3,860,700,920,19.95
F,42,1504,49.1,866,760,847,21.71
M,43,1805,63.4,875,772,918,19.46
M,19,1836,65.2,853,712,935,19.34
M,27,1765,86.7,997,876,1056,27.83
M,38,1854,82.0,942,928,1030,23.86
M,40,1692,67.3,930,830,914,23.51
M,18,1712,72.7,965,811,980,24.8
M,30,1747,94.7,1059,940,1044,31.03
M,57,1715,79.1,940,893,982,26.89
F,58,1580,62.9,945,905,952,25.2
M,28,1667,67.5,904,790,945,24.29
M,56,1571,62.1,900,791,879,25.16
F,60,1511,52.5,862,825,885,22.99
M,40,1746,85.3,980,929,1000,27.98
M,55,1688,64.1,904,810,907,22.5
M,16,1751,63.9,825,763,945,20.84
M,16,1843,84.2,915,840,1041,24.79
F,50,1557,52.4,843,726,929,21.61
M,22,1750,60.7,853,725,890,19.82
M,42,1789,77.0,935,821,965,24.06
M,18,1663,64.4,870,774,936,23.29
F,37,1574,57.0,936,790,940,23.01
F,46,1563,51.8,844,715,895,21.2
F,49,1560,60.7,906,850,892,24.94
M,16,1805,76.6,920,790,990,23.51
F,29,1639,56.2,830,715,965,20.92
M,18,1776,68.4,885,791,953,21.69
F,63,1566,62.4,951,852,942,25.44
M,21,1780,83.1,965,848,1032,26.23
F,49,1544,61.1,950,791,964,25.63
F,33,1613,56.2,860,750,955,21.6
F,19,1616,66.7,902,802,1005,25.54
F,18,1614,67.4,885,761,1043,25.87
M,35,1803,78.1,933,788,975,24.02
F,24,1541,40.5,740,597,850,17.05
F,62,1604,56.6,918,810,906,22.0
M,25,1778,75.4,918,790,973,23.85
F,53,1567,52.6,863,711,910,21.42
M,32,1670,68.4,993,840,910,24.53
M,20,1601,59.9,836,767,903,23.37
M,16,1576,53.2,817,675,861,21.42
M,22,1785,71.9,925,780,968,22.57
F,17,1569,41.4,710,612,830,16.82
M,21,1720,67.4,915,775,946,22.78
M,17,1624,51.6,781,720,871,19.56
F,16,1543,58.4,945,745,950,24.53
F,16,1601,48.5,775,645,880,18.92
M,30,1774,63.7,887,770,925,20.24
M,37,1671,61.1,905,743,890,21.88
M,19,1814,89.7,985,878,1037,27.26
M,28,1795,71.9,867,800,1004,22.32
F,35,1569,50.0,876,690,903,20.31
M,19,1775,65.3,851,750,917,20.73
M,17,1744,68.8,920,767,960,22.62
M,29,1780,65.0,827,781,910,20.52
F,49,1545,60.4,964,805,921,25.3
M,27,1683,56.6,835,689,834,19.98
M,27,1708,69.2,941,770,941,23.72
F,30,1723,58.9,810,715,944,19.84
F,60,1604,58.8,919,885,907,22.85
M,29,1708,66.9,895,805,960,22.93
M,16,1763,60.3,833,726,910,19.4
M,48,1709,66.7,1033,973,995,22.84
M,17,1723,75.1,942,784,978,25.3
M,18,1721,59.4,801,685,865,20.06
M,26,1767,84.6,980,909,982,27.1
F,65,1529,62.9,1002,970,933,26.91
M,49,1541,59.7,903,845,882,25.14
M,18,1736,87.6,1026,888,995,29.07
F,33,1624,48.1,754,650,864,18.24
F,16,1541,43.3,752,656,827,18.23
F,19,1531,49.9,871,635,878,21.29
M,17,1666,55.5,806,705,875,20.0
M,49,1702,67.7,920,824,924,23.37
F,37,1764,80.4,986,902,1078,25.84
F,39,1613,46.6,767,663,861,17.91
M,16,1754,58.0,805,686,861,18.85
F,50,1520,56.0,905,802,931,24.24
M,19,1718,63.1,860,728,900,21.38
M,19,1670,66.1,874,777,945,23.7
M,20,1626,71.3,870,894,1005,26.97
M,58,1624,64.4,898,825,865,24.42
F,30,1642,68.7,910,825,1042,25.48
M,21,1758,72.5,920,851,975,23.46
F,31,1566,53.8,868,740,915,21.94
M,18,1684,66.9,897,747,931,23.59
M,24,1855,77.4,970,808,980,22.49
F,18,1513,48.9,782,724,894,21.36
F,38,1556,49.5,771,680,891,20.44
F,39,1640,62.7,921,780,956,23.31
F,26,1603,79.6,1082,870,1105,30.98
M,52,1693,62.6,924,770,890,21.84
F,18,1575,46.4,794,691,875,18.7
F,31,1663,53.9,815,695,927,19.49
M,33,1715,85.6,1001,940,1020,29.1
F,33,1570,50.3,810,655,892,20.41
M,20,1858,76.6,938,832,980,22.19
M,24,1674,68.7,940,865,932,24.52
F,28,1590,60.3,865,742,975,23.85
F,23,1679,63.0,900,752,973,22.35
M,21,1704,69.2,970,780,935,23.83
F,18,1644,59.6,871,704,930,22.05
F,52,1510,55.0,895,816,915,24.12
F,33,1622,51.2,835,700,892,19.46
F,36,1610,70.3,1014,974,995,27.12
M,26,1816,81.8,970,860,1035,24.8
F,35,1657,54.7,820,680,935,19.92
F,66,1554,62.9,1045,950,930,26.05
M,32,1776,94.3,1004,1012,1061,29.9
M,26,1835,85.9,1001,860,1051,25.51
F,35,1586,46.9,802,721,882,18.65
M,42,1707,74.2,960,780,990,25.46
F,20,1574,44.6,730,630,881,18.0
M,26,1756,56.3,809,675,895,18.26
M,46,1693,65.8,925,771,920,22.96
M,19,1580,52.9,824,719,875,21.19
M,16,1676,66.5,888,764,923,23.67
F,16,1564,54.1,798,720,932,22.12
F,17,1570,44.2,746,590,857,17.93
F,58,1492,57.3,945,862,921,25.74
M,22,1851,81.9,981,846,1004,23.9
M,26,1624,56.4,880,730,852,21.38
M,18,1724,76.0,943,835,1005,25.57
M,36,1690,66.9,938,800,937,23.42
F,32,1549,41.4,755,604,850,17.25
F,42,1619,61.4,922,832,974,23.42
F,49,1522,61.7,1008,848,966,26.64
M,59,1734,64.3,915,760,902,21.39
F,27,1630,55.6,814,682,930,20.93
F,38,1670,63.3,927,825,921,22.7
F,16,1683,61.7,835,690,970,21.78
F,47,1543,60.2,915,795,975,25.29
M,16,1666,53.7,780,683,846,19.35
M,33,1792,71.9,965,800,945,22.39
F,17,1609,51.5,845,705,910,19.89
M,41,1751,72.5,940,870,970,23.65
F,23,1715,70.6,965,807,1035,24.0
M,30,1660,65.7,895,750,930,23.84
M,22,1725,80.9,1011,871,1016,27.19
M,24,1820,69.0,875,735,935,20.83
M,18,1691,98.5,1081,1025,1104,34.45
F,60,1504,57.2,966,855,960,25.29
F,59,1431,48.2,849,754,871,23.54
F,35,1670,56.1,862,778,951,20.12
M,54,1683,71.3,946,866,938,25.17
M,33,1763,73.7,917,795,935,23.71
M,25,1818,74.8,932,755,945,22.63
F,16,1625,50.3,836,661,884,19.05
M,16,1701,72.7,908,810,987,25.13
M,16,1733,61.1,831,707,875,20.34
F,39,1685,67.9,945,882,1018,23.91
F,41,1518,64.3,955,910,967,27.9
M,32,1675,62.0,878,769,900,22.1
M,32,1745,64.3,937,727,915,21.12
M,42,1750,80.0,1015,920,1010,26.12
F,64,1552,62.6,983,915,898,25.99
M,37,1744,83.6,987,897,1021,27.49
F,17,1640,45.1,750,596,870,16.77
M,44,1671,74.0,1015,835,998,26.5
M,19,1773,85.2,1025,915,1011,27.1
M,63,1609,64.5,930,880,918,24.91
F,24,1725,63.8,925,804,924,21.44
F,17,1587,59.3,865,698,952,23.55
M,47,1782,77.9,1002,901,969,24.53
F,63,1498,52.4,891,794,880,23.35
F,49,1580,54.3,900,750,905,21.75
M,17,1736,74.8,922,800,998,24.82
F,58,1534,56.2,855,770,955,23.88
F,56,1494,45.9,817,722,872,20.56
F,18,1599,61.8,846,768,1000,24.17
M,35,1708,60.7,856,727,900,20.81
M,22,1669,72.0,974,840,943,25.85
F,17,1687,73.3,954,909,1054,25.76
F,30,1697,57.5,847,717,949,19.97
F,16,1560,50.1,845,683,885,20.59
M,56,1669,61.7,894,828,885,22.15
F,36,1700,58.0,795,685,953,20.07
F,37,1677,78.3,1024,920,1041,27.84
F,31,1541,51.7,830,704,936,21.77
F,46,1620,64.1,905,795,920,24.42
F,38,1564,59.3,852,791,1000,24.24
M,57,1701,76.8,1033,893,1021,26.54
F,24,1561,47.0,773,620,870,19.29
M,20,1779,79.0,971,857,1015,24.96
M,25,1800,79.8,958,823,1015,24.63
F,28,1631,58.1,835,683,925,21.84
F,53,1620,58.7,845,760,964,22.37
M,16,1730,67.7,905,755,957,22.62
F,38,1557,51.8,792,713,888,21.37
M,29,1734,85.2,1026,864,1041,28.34
M,38,1764,80.4,985,884,1040,25.84
M,25,1736,72.1,924,819,964,23.92
M,32,1783,84.9,1015,956,1036,26.71
F,59,1568,63.2,974,868,930,25.71
M,18,1680,51.8,793,652,840,18.35
M,32,1725,68.7,920,794,924,23.09
M,17,1799,63.0,799,710,899,19.47
F,31,1556,78.1,1002,995,1115,32.26
M,58,1737,71.8,914,850,955,23.8
F,58,1560,56.3,850,770,944,23.13
F,16,1590,47.1,780,651,866,18.63
M,16,1780,63.5,823,756,936,20.04
M,17,1697,52.9,800,650,870,18.37
M,25,1701,72.3,947,812,942,24.99
F,37,1578,60.4,928,807,898,24.26
F,38,1478,44.9,830,725,880,20.55
M,30,1742,81.0,941,880,999,26.69
M,20,1827,74.1,865,760,985,22.2
F,18,1646,52.5,872,735,922,19.38
F,21,1517,47.5,795,655,905,20.64
M,36,1700,74.5,921,869,960,25.78
F,32,1591,56.2,868,760,936,22.2
M,17,1653,49.6,748,609,802,18.15
F,34,1657,54.2,791,735,914,19.74
F,26,1573,57.0,881,740,1005,23.04
F,56,1550,58.3,921,806,940,24.27
F,20,1629,70.2,925,804,1061,26.45
M,64,1664,84.6,1038,1020,1022,30.55
F,19,1570,51.3,817,718,913,20.81
F,33,1597,66.3,925,815,1015,26.0
F,20,1591,59.4,922,748,965,23.47
M,27,1708,63.8,908,736,911,21.87
F,24,1650,44.8,773,610,870,16.46
M,40,1700,60.6,872,746,891,20.97
F,16,1633,49.7,818,635,880,18.64
M,20,1744,57.9,865,698,869,19.04
F,22,1555,51.5,830,675,910,21.3
F,16,1604,45.4,735,610,852,17.65
M,16,1637,73.5,953,912,1015,27.43
M,24,1685,70.0,923,868,960,24.65
M,17,1693,62.8,889,724,938,21.91
M,20,1788,60.3,825,718,870,18.86
M,19,1620,63.0,865,770,920,24.01
F,59,1563,45.6,842,781,836,18.67
M,38,1738,72.4,906,850,951,23.97
F,22,1591,50.6,806,672,875,19.99
F,16,1640,53.1,805,670,912,19.74
M,38,1673,77.9,1014,918,995,27.83
F,37,1597,67.8,1001,865,986,26.58
F,22,1624,66.1,920,775,1030,25.06
M,22,1685,61.9,870,705,920,21.8
M,16,1705,62.7,905,730,900,21.57
M,36,1745,83.6,1000,888,1010,27.45
M,45,1647,64.1,828,801,910,23.63
F,43,1522,45.8,782,680,870,19.77
M,39,1750,76.5,938,898,990,24.98
F,45,1558,59.8,978,795,900,24.64
M,36,1671,68.2,911,894,946,24.42
F,47,1530,72.6,1085,980,951,31.01
M,17,1799,92.9,975,864,1080,28.7
M,16,1696,51.4,762,650,850,17.87
F,55,1507,58.4,921,835,930,25.71
M,53,1684,64.8,908,789,929,22.85
M,31,1812,76.4,914,825,996,23.27
M,30,1716,66.8,945,831,935,22.69
F,17,1528,41.5,825,615,851,17.77
F,16,1563,55.6,852,712,925,22.76
F,66,1526,55.1,935,846,861,23.66
M,21,1620,54.1,782,720,892,20.61
M,23,1843,77.5,945,827,999,22.82
F,23,1687,61.4,855,742,962,21.57
M,29,1719,88.1,1064,921,1009,29.81
F,58,1485,52.6,875,774,872,23.85
M,16,1696,60.0,808,715,854,20.86
F,39,1579,56.9,921,800,941,22.82
F,51,1584,51.4,925,780,838,20.49
M,22,1696,63.4,871,727,930,22.04
M,16,1672,66.6,865,743,917,23.82
F,16,1635,69.7,945,753,1028,26.07
F,17,1624,51.8,841,791,901,19.64
M,18,1649,63.4,804,750,940,23.32
M,34,1702,67.7,906,771,935,23.37
M,35,1630,56.5,835,735,870,21.27
M,39,1658,65.7,913,784,915,23.9
F,18,1478,41.7,770,606,808,19.09
F,29,1550,53.9,855,721,920,22.43
M,26,1702,61.8,876,704,868,21.33
M,21,1835,73.7,905,798,955,21.89
M,16,1715,52.6,805,666,857,17.88
M,30,1835,94.0,1084,950,995,27.92
F,19,1580,85.6,1045,1020,1135,34.29
M,20,1754,61.1,865,675,909,19.86
F,54,1565,69.4,1036,875,970,28.34
M,17,1665,68.0,891,835,932,24.53
M,19,1746,65.8,875,715,906,21.58
F,39,1634,54.7,830,763,849,20.49
F,25,1756,79.7,970,840,1100,25.85
M,34,1680,79.1,1010,937,990,28.03
M,34,1698,71.0,1010,820,915,24.63
M,39,1677,65.7,930,820,926,23.36
F,18,1618,83.7,1159,945,1053,31.97
F,39,1605,59.3,913,776,970,23.02
M,26,1729,69.8,914,802,958,23.35
M,45,1674,84.9,1015,943,1040,30.3
F,17,1545,50.8,831,700,875,21.28
F,68,1518,67.9,1021,1014,995,29.47
F,20,1584,58.2,905,746,960,23.2
M,17,1761,66.1,845,734,960,21.31
M,61,1681,83.1,1104,983,993,29.41
F,30,1635,52.2,791,651,899,19.53
M,34,1861,102.0,1083,1052,1095,29.45
M,26,1640,55.1,862,685,892,20.49
F,35,1631,69.0,1018,892,970,25.94
M,32,1733,65.3,886,723,940,21.74
F,19,1568,45.3,738,621,850,18.42
M,20,1755,80.1,1026,860,966,26.01
M,22,1688,70.8,925,790,945,24.85
F,16,1676,56.7,835,680,941,20.19
M,50,1766,80.6,932,904,999,25.84
F,19,1470,59.8,951,871,1005,27.67
F,16,1606,61.6,875,740,945,23.88
M,23,1624,55.5,856,676,856,21.04
F,34,1669,63.9,960,825,926,22.94
F,61,1518,46.3,786,700,859,20.09
M,30,1783,63.6,845,805,930,20.01
M,46,1735,86.1,1006,945,1014,28.6
F,33,1532,47.1,780,670,883,20.07
F,50,1588,59.9,901,775,951,23.75
F,26,1727,53.2,798,650,880,17.84
M,49,1721,77.3,930,894,990,26.1
M,32,1768,89.0,1022,920,1055,28.47
F,19,1660,79.0,1011,885,1081,28.67
M,59,1610,54.0,866,758,858,20.83
M,58,1651,56.5,843,758,860,20.73
F,34,1596,57.4,860,805,952,22.53
M,25,1739,72.8,928,839,972,24.07
F,16,1512,50.1,895,662,882,21.91
F,55,1487,48.4,870,740,835,21.89
M,16,1740,76.7,935,850,990,25.33
M,21,1718,64.4,873,740,915,21.82
M,17,1703,72.4,910,808,952,24.96
M,18,1725,58.1,812,697,873,19.53
F,61,1543,56.6,900,790,912,23.77
M,22,1765,69.8,910,769,945,22.41
F,54,1484,58.0,925,840,903,26.34
M,19,1769,87.6,1000,930,1040,27.99
F,19,1589,50.7,772,720,904,20.08
M,44,1596,53.9,850,771,860,21.16
M,30,1675,64.8,880,793,921,23.1
M,68,1684,51.7,922,755,816,18.23
F,19,1593,50.6,785,641,935,19.94
F,18,1572,50.7,843,666,936,20.52
F,42,1610,46.9,825,675,853,18.09
M,37,1675,74.8,930,885,1007,26.66
F,38,1625,59.0,867,750,958,22.34
F,18,1570,43.7,746,643,881,17.73
M,36,1775,83.0,975,895,1005,26.34
F,21,1606,64.4,915,770,995,24.97
F,18,1491,58.9,880,790,983,26.49
F,28,1553,43.3,750,636,886,17.95
M,29,1810,83.4,987,910,998,25.46
M,17,1835,58.6,811,655,887,17.4
M,18,1744,78.5,911,804,1011,25.81
M,60,1704,73.5,965,891,899,25.31
M,45,1706,63.9,945,780,890,21.96
F,51,1479,58.8,929,790,940,26.88
F,34,1635,48.3,830,663,860,18.07
M,59,1668,70.8,915,858,918,25.45
M,45,1706,66.7,870,805,914,22.92
F,53,1472,56.0,942,845,905,25.84
M,35,1691,81.6,1039,870,969,28.54
F,52,1601,61.7,899,845,954,24.07
M,19,1728,57.7,835,705,888,19.32
F,68,1469,53.9,928,780,884,24.98
M,53,1733,88.8,1041,1047,1030,29.57
M,32,1761,88.4,984,912,1051,28.51
F,23,1470,47.4,800,630,860,21.94
M,35,1664,66.2,905,823,935,23.91
M,23,1710,76.7,964,855,1000,26.23
F,56,1530,58.7,970,825,946,25.08
M,17,1685,47.8,774,634,825,16.84
M,50,1671,68.0,927,852,928,24.35
F,16,1539,49.0,815,696,885,20.69
F,30,1622,54.5,835,721,934,20.72
F,20,1620,74.6,974,815,1064,28.43
F,47,1520,72.2,1050,975,1032,31.25
M,39,1703,68.5,938,830,935,23.62
M,17,1735,64.3,845,720,923,21.36
M,19,1720,64.7,877,796,917,21.87
F,32,1716,68.9,930,841,1012,23.4
F,60,1531,61.3,930,870,940,26.15
F,34,1740,50.6,801,625,884,16.71
M,18,1807,125.3,1257,1198,1217,38.37
F,60,1499,61.8,1025,881,941,27.5
M,37,1795,91.9,1050,880,1032,28.52
M,17,1757,73.1,885,785,980,23.68
M,28,1804,76.1,935,806,985,23.38
F,26,1539,44.3,756,620,851,18.7
F,36,1628,54.6,901,776,895,20.6
F,25,1598,56.8,860,695,928,22.24
F,18,1574,39.5,721,590,811,15.94
M,17,1794,76.6,913,796,1025,23.8
F,45,1560,58.5,915,716,937,24.04
F,31,1639,49.1,795,642,870,18.28
F,34,1641,53.1,876,774,889,19.72
M,39,1686,70.9,934,827,953,24.94
M,49,1713,79.4,1005,940,986,27.06
F,64,1573,65.1,935,900,945,26.31
F,16,1575,49.6,785,741,885,19.99
F,37,1587,63.1,927,850,935,25.05
F,43,1515,60.0,901,795,1023,26.14
F,17,1545,45.1,814,670,835,18.89
M,17,1668,51.8,775,670,830,18.62
M,26,1756,77.1,980,840,964,25.0
F,38,1664,67.7,945,816,970,24.45
M,25,1650,72.2,951,812,949,26.52
M,17,1688,56.8,795,699,870,19.93
M,29,1723,63.5,845,815,930,21.39
F,40,1526,41.5,751,595,835,17.82
F,17,1560,46.4,812,640,881,19.07
M,17,1805,67.8,870,733,925,20.81
M,17,1665,66.7,913,776,946,24.06
F,57,1476,54.2,975,884,900,24.88
F,39,1580,51.4,862,735,901,20.59
M,27,1833,85.2,1030,885,1016,25.36
M,18,1800,94.5,1052,946,1062,29.17
M,46,1683,64.1,872,865,930,22.63
M,16,1798,65.8,836,735,929,20.35
M,59,1638,62.2,913,805,906,23.18
F,59,1556,50.8,877,785,860,20.98
M,26,1674,70.7,972,851,972,25.23
F,60,1534,59.6,925,894,925,25.33
F,18,1530,71.3,1032,935,1015,30.46
M,34,1790,78.0,950,867,992,24.34
M,20,1695,60.9,842,732,885,21.2
F,19,1588,58.2,861,752,963,23.08
F,61,1505,53.9,852,814,925,23.8
F,35,1578,50.5,814,691,914,20.28
M,16,1789,71.9,942,785,991,22.47
M,44,1639,67.7,928,870,930,25.2
F,47,1545,67.3,1030,940,985,28.19
F,68,1535,66.3,1040,925,955,28.14
M,61,1671,67.5,965,876,909,24.17
F,23,1535,43.1,745,642,840,18.29
F,47,1566,61.8,881,876,961,25.2
F,41,1527,55.8,915,760,923,23.93
F,34,1593,55.6,880,780,911,21.91
F,43,1600,62.6,915,841,962,24.45
M,47,1683,83.0,1088,868,1014,29.3
F,28,1669,62.3,873,675,961,22.37
M,31,1627,63.9,918,812,925,24.14
F,30,1542,56.8,814,720,951,23.89
M,22,1711,72.8,955,861,965,24.87
M,17,1646,63.6,880,754,895,23.47
M,32,1663,72.8,958,856,957,26.32
F,42,1580,54.6,865,685,904,21.87
F,22,1613,56.4,850,701,899,21.68
M,25,1789,94.1,1057,1025,1071,29.4
M,27,1796,87.1,1006,923,1026,27.0
F,29,1561,49.5,774,693,912,20.31
M,17,1740,63.6,875,745,899,21.01
F,66,1524,48.6,850,761,873,20.93
M,18,1706,58.1,825,691,880,19.96
F,25,1524,44.8,760,651,854,19.29
F,64,1462,53.5,925,830,890,25.03
M,31,1825,78.5,921,870,1020,23.57
M,42,1680,72.4,990,824,940,25.65
M,18,1795,66.3,791,701,929,20.58
F,31,1602,49.1,815,704,871,19.13
F,66,1580,52.9,911,811,857,21.19
F,49,1654,63.9,916,776,978,23.36
F,58,1495,58.5,935,860,946,26.17
F,16,1553,53.5,826,699,911,22.18
F,25,1545,50.0,810,690,908,20.95
F,53,1510,47.5,843,723,860,20.83
M,51,1624,66.8,914,821,903,25.33
M,16,1628,56.5,770,699,882,21.32
F,45,1560,68.5,1042,965,965,28.15
F,68,1537,53.0,882,784,929,22.44
F,40,1582,72.8,1020,930,1028,29.09
M,26,1780,68.4,900,750,932,21.59
F,35,1604,51.8,818,710,899,20.13
M,17,1679,69.4,960,841,941,24.62
M,23,1876,73.4,898,764,947,20.86
M,65,1685,73.4,920,855,970,25.85
M,37,1711,69.1,928,726,923,23.6
F,36,1547,45.3,831,664,850,18.93
M,35,1804,76.9,950,834,985,23.63
F,30,1710,62.0,902,780,931,21.2
M,16,1774,69.4,877,760,966,22.05
M,19,1803,60.7,825,653,884,18.67
F,16,1632,62.9,872,734,982,23.62
M,65,1713,65.0,880,845,906,22.15
F,18,1594,52.1,765,642,944,20.51
M,19,1788,66.2,850,756,940,20.71
M,19,1695,64.9,852,790,956,22.59
F,49,1539,61.8,922,812,999,26.09
F,38,1620,44.8,735,633,832,17.07
M,59,1638,59.4,864,795,864,22.14
F,45,1605,54.2,904,801,899,21.04
M,44,1685,75.7,988,846,970,26.66
M,16,1765,56.4,768,650,891,18.1
M,21,1782,70.3,903,796,932,22.14
M,19,1726,68.3,857,747,914,22.93
M,20,1725,65.0,875,708,910,21.84
F,29,1644,51.2,762,655,905,18.94
M,25,1722,98.0,1108,1114,1028,33.05
F,38,1626,50.0,815,684,870,18.91
M,22,1761,70.6,910,780,958,22.77
F,17,1690,53.2,785,680,916,18.63
M,22,1760,60.6,870,747,898,19.56
F,23,1635,51.1,775,670,881,19.12
M,24,1758,93.7,1070,1012,1047,30.32
F,37,1611,62.0,888,776,968,23.89
F,32,1708,90.2,1055,953,1172,30.92
M,23,1764,79.4,994,855,992,25.52
M,17,1710,65.7,885,748,945,22.47
M,42,1711,82.0,1055,945,995,28.01
F,20,1526,42.4,754,630,840,18.21
M,17,1646,59.9,821,727,900,22.11
M,66,1670,66.3,914,845,900,23.77
F,25,1595,63.0,875,767,971,24.76
M,18,1686,46.7,750,610,810,16.43
F,27,1520,40.5,750,635,832,17.53
F,16,1621,53.0,808,677,910,20.17
F,32,1661,86.6,1123,1010,1099,31.39
M,24,1775,106.1,1130,1090,1115,33.68
M,32,1717,71.6,907,855,985,24.29
M,47,1734,60.0,875,748,915,19.96
M,19,1713,73.3,938,757,974,24.98
F,20,1580,57.7,850,711,990,23.11
F,62,1569,60.6,965,891,893,24.62
M,17,1624,77.1,912,884,1015,29.23
F,19,1591,60.3,890,858,956,23.82
M,25,1680,59.4,862,775,881,21.05
F,19,1540,52.6,885,705,905,22.18
F,19,1596,59.8,915,756,969,23.48
F,64,1494,55.0,922,855,956,24.64
F,55,1531,62.0,971,820,940,26.45
M,32,1740,73.1,932,792,930,24.14
F,66,1575,49.5,884,785,870,19.95
F,40,1500,58.5,915,778,970,26.0
F,19,1678,70.5,910,836,1003,25.04
M,17,1690,52.1,795,680,845,18.24
M,17,1690,65.4,825,741,964,22.9
F,39,1645,66.9,921,845,1041,24.72
M,44,1708,73.7,1015,823,960,25.26
M,42,1653,68.2,940,843,958,24.96
F,35,1515,63.4,915,836,991,27.62
F,20,1650,59.4,935,735,936,21.82
F,20,1593,60.5,880,788,969,23.84
F,25,1600,55.6,847,672,970,21.72
M,21,1730,63.7,855,755,925,21.28
M,22,1788,70.3,937,756,916,21.99
F,33,1579,55.3,862,725,935,22.18
F,45,1491,51.2,864,765,865,23.03
F,16,1592,54.3,826,610,900,21.42
M,17,1715,65.6,857,754,970,22.3
M,26,1731,73.8,924,828,954,24.63
F,16,1505,40.8,723,640,851,18.01
F,47,1553,51.3,890,797,892,21.27
M,24,1760,69.8,949,791,927,22.53
F,66,1456,49.8,940,843,828,23.49
F,17,1562,55.1,845,718,926,22.58
M,21,1733,71.7,912,810,965,23.87
M,45,1712,76.8,1010,865,970,26.2
M,43,1720,69.0,880,791,954,23.32
M,18,1752,86.2,1036,946,1057,28.08
F,34,1664,57.6,816,662,929,20.8
M,35,1774,88.0,990,927,1035,27.96
F,20,1708,48.9,790,601,860,16.76
F,18,1639,60.6,960,752,935,22.56
M,32,1773,88.7,1039,969,1015,28.22
F,20,1664,61.4,880,710,971,22.17
F,31,1569,52.0,845,735,915,21.12
