gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
M,61,1648,72.9,1020,872,905
M,17,1738,47.9,745,627,833
F,50,1523,55.4,881,790,924
F,47,1495,54.8,874,780,912
M,19,1750,77.9,985,855,1000
M,22,1720,59.8,846,750,871
F,16,1660,62.2,870,726,980
M,35,1755,73.6,916,830,960
M,44,1696,63.2,865,741,891
M,25,1715,83.6,1002,893,1023
M,38,1754,80.0,972,907,978
F,33,1690,68.3,900,805,995
M,30,1713,75.8,955,822,987
F,51,1570,55.6,905,765,925
M,42,1654,63.7,915,815,935
F,16,1538,46.4,715,665,881
F,46,1608,71.5,934,884,1015
F,19,1625,74.9,990,880,1046
M,40,1700,66.1,924,818,940
M,30,1680,73.4,950,848,976
F,19,1611,58.7,835,712,953
F,69,1451,48.7,905,807,856
F,34,1587,58.8,865,792,966
F,36,1508,71.3,1070,991,972
M,17,1694,58.2,854,685,880
F,38,1572,49.3,786,670,890
M,51,1693,85.9,1018,951,1020
M,31,1825,75.4,945,811,986
M,19,1859,57.5,785,694,861
M,45,1788,92.4,1062,1021,1040
F,62,1510,45.3,780,685,865
M,16,1710,57.5,835,679,883
M,28,1774,73.9,932,840,955
F,31,1560,60.9,953,870,912
M,18,1757,81.7,985,885,1010
M,17,1718,60.7,894,710,885
M,22,1704,69.4,898,820,970
M,39,1723,79.2,990,890,993
F,16,1496,44.8,802,681,874
F,19,1610,50.8,770,656,908
M,48,1617,65.2,938,849,910
M,49,1745,69.5,863,818,941
F,50,1549,65.6,941,860,994
F,65,1531,66.5,996,917,956
M,43,1796,68.5,935,817,910
M,20,1758,65.6,856,743,945
M,18,1709,70.3,884,785,1012
M,27,1810,73.8,925,812,990
F,54,1587,60.8,950,869,920
M,23,1683,59.6,896,766,875
M,18,1775,75.2,905,731,951
M,53,1690,71.9,940,901,957
M,22,1749,71.2,912,805,982
F,17,1706,52.6,790,645,910
M,16,1652,58.5,800,681,901
F,19,1552,45.5,805,680,855
M,26,1715,70.6,895,785,935
F,59,1515,62.2,1026,898,930
F,19,1636,53.6,825,678,950
M,19,1774,61.8,843,710,895
F,16,1626,47.7,753,627,870
F,49,1585,63.6,940,834,960
M,36,1782,85.1,1028,925,981
M,42,1646,68.2,915,850,961
M,23,1747,81.8,998,874,965
M,40,1837,88.3,965,960,1037
M,30,1695,63.0,870,775,926
F,29,1581,53.0,806,708,915
F,16,1575,49.2,780,645,866
M,23,1793,75.9,918,808,980
F,19,1635,58.2,778,677,973
M,30,1845,80.4,995,821,1001
F,37,1600,53.3,874,735,899
F,35,1545,55.9,881,749,940
F,16,1608,79.7,1094,961,1065
F,59,1528,60.0,958,874,945
M,23,1688,70.2,951,780,891
M,23,1725,78.7,934,866,992
F,30,1585,60.4,945,816,936
M,27,1754,76.6,995,845,970
F,19,1636,56.7,813,651,925
M,18,1729,61.4,838,711,896
M,37,1664,51.2,793,646,846
M,61,1676,69.6,935,865,925
F,16,1629,56.1,865,693,882
M,20,1759,85.1,975,890,1062
M,28,1769,71.1,942,781,942
M,25,1650,64.2,875,725,935
M,25,1725,86.3,1058,960,1060
F,21,1500,42.5,773,615,842
F,20,1613,48.2,795,645,855
F,46,1615,59.2,889,794,932
M,19,1709,64.0,883,761,962
M,19,1696,77.4,968,892,1014
M,17,1763,62.5,870,713,925
F,25,1665,58.5,827,703,975
F,20,1559,46.4,781,640,885
M,33,1780,74.8,944,780,967
M,18,1729,72.2,911,816,951
M,25,1736,64.4,845,743,913
F,32,1677,62.7,932,772,955
F,38,1558,52.5,830,705,910
F,16,1558,56.3,849,755,914
F,18,1595,57.2,867,750,938
F,16,1594,52.4,812,695,935
F,26,1605,59.9,950,782,970
M,20,1691,71.7,965,870,967
M,61,1793,89.0,1027,1020,1016
F,37,1638,54.0,886,745,873
M,16,1694,53.5,761,681,865
M,18,1769,58.8,823,692,900
M,18,1824,72.5,854,742,945
F,20,1668,56.9,868,692,931
M,41,1698,70.9,920,810,953
M,64,1643,62.5,925,864,900
M,19,1775,85.9,1071,910,1060
M,38,1813,87.9,1001,945,1019
F,60,1520,71.3,1065,931,1001
F,34,1547,52.3,816,707,970
F,16,1576,47.8,810,615,895
M,16,1741,52.5,757,601,840
F,29,1555,61.2,891,829,974
M,69,1710,78.1,1009,974,995
M,29,1795,80.0,985,835,988
F,25,1630,64.6,903,775,1015
F,55,1580,62.2,935,772,933
M,26,1735,65.6,915,752,914
M,27,1714,56.3,838,702,871
M,37,1722,80.3,1005,896,985
M,19,1835,88.4,1015,868,1025
F,16,1620,55.9,833,686,920
M,19,1724,68.4,935,765,948
F,32,1519,45.6,812,665,851
M,50,1819,84.9,1000,871,1018
F,54,1599,61.9,944,857,958
F,37,1534,58.4,940,831,928
F,51,1615,73.9,1060,920,965
F,44,1708,65.2,985,845,965
F,36,1588,72.6,1042,925,1021
F,34,1588,43.1,792,630,811
F,30,1583,57.2,869,814,927
F,22,1455,53.3,915,765,878
M,49,1645,56.5,865,765,862
F,19,1624,51.8,827,650,885
M,17,1640,45.6,745,631,821
M,19,1810,77.0,925,823,1008
F,56,1520,56.6,960,831,910
M,26,1755,77.6,930,873,1010
F,27,1669,42.4,720,595,815
F,49,1600,56.3,910,812,902
F,22,1606,61.2,895,735,917
F,23,1612,54.5,850,716,942
F,21,1690,86.6,1021,951,1122
F,25,1610,55.7,850,692,940
M,48,1673,71.8,944,884,953
M,26,1751,79.4,995,770,978
M,18,1695,68.4,908,822,986
F,55,1529,61.1,976,838,960
F,17,1652,56.1,812,696,913
F,42,1565,59.4,976,835,893
M,17,1689,63.1,888,771,920
F,29,1594,45.7,781,600,845
F,54,1583,62.1,926,822,945
M,39,1638,62.4,898,760,906
M,20,1899,64.6,835,695,885
F,19,1567,48.8,839,654,876
F,38,1646,61.8,852,761,924
M,55,1755,88.2,1140,945,970
M,37,1743,85.9,1125,905,1006
M,62,1754,66.2,969,785,910
M,21,1694,61.1,905,735,906
M,27,1905,80.3,944,783,986
F,51,1530,63.7,975,925,975
F,57,1458,50.5,918,865,855
F,18,1589,54.0,879,718,921
M,31,1674,65.8,875,830,954
F,58,1549,59.0,991,816,939
M,30,1821,66.2,838,750,932
F,20,1571,50.6,822,692,896
F,19,1602,58.6,861,748,966
M,46,1680,64.5,900,755,925
M,20,1743,73.2,900,840,990
M,60,1677,74.9,970,875,974
F,16,1580,53.1,895,650,906
F,18,1554,54.7,883,760,911
M,19,1750,79.6,980,855,1010
F,35,1685,68.1,1005,847,955
F,63,1505,48.2,885,856,850
F,29,1559,60.9,903,809,944
F,31,1660,64.1,935,795,980
M,25,1638,60.9,895,713,875
F,32,1634,48.2,790,640,865
M,16,1672,57.4,865,727,873
M,21,1844,82.6,1030,814,1006
M,47,1742,79.0,1027,934,980
M,22,1741,72.1,884,820,985
M,26,1757,78.5,1001,821,1005
F,19,1570,47.0,781,674,901
M,16,1735,68.4,865,732,961
F,31,1628,45.5,808,625,870
F,60,1656,70.9,994,873,1010
M,27,1680,66.7,856,770,944
M,20,1825,93.7,1062,962,1034
F,39,1571,62.4,934,850,991
F,22,1631,50.5,794,728,920
M,17,1646,73.4,955,848,976
F,32,1571,55.9,884,784,955
M,37,1651,70.1,908,845,915
F,63,1546,69.8,1052,994,982
M,25,1769,83.7,942,885,1039
M,20,1679,78.0,975,845,1023
F,58,1509,56.6,965,925,871
M,20,1674,64.1,925,785,945
F,16,1581,48.3,806,630,854
F,21,1580,44.9,725,631,870
F,34,1569,56.5,861,783,930
F,18,1700,44.4,690,610,842
M,56,1720,81.9,999,961,1010
M,22,1656,53.6,790,694,840
M,16,1706,75.9,921,883,1040
M,18,1711,57.4,820,688,870
M,28,1687,52.2,858,688,830
F,61,1519,70.5,1037,990,1017
F,18,1567,59.6,932,796,971
M,33,1760,84.3,997,845,1010
F,44,1570,46.7,765,681,855
M,37,1685,67.8,930,827,942
F,21,1620,64.0,905,761,980
F,24,1540,46.5,811,642,860
M,34,1796,72.4,938,813,940
M,17,1644,57.8,844,726,892
M,18,1645,60.5,808,743,920
F,25,1634,51.4,790,686,917
M,53,1675,59.5,900,811,865
F,17,1501,45.5,751,653,870
F,17,1705,61.2,910,714,944
M,38,1753,85.4,1027,872,1015
M,18,1735,58.7,852,729,901
M,16,1677,47.6,724,645,838
M,38,1756,78.0,995,856,975
M,36,1727,68.6,912,789,935
F,37,1560,48.7,826,664,880
M,34,1797,69.2,863,732,956
F,29,1645,56.5,872,728,915
F,19,1615,47.9,778,664,878
F,55,1505,55.5,895,800,1004
M,18,1691,73.6,964,831,952
M,16,1641,56.8,821,695,890
F,29,1567,54.7,825,707,935
M,42,1658,62.1,900,780,921
F,18,1584,54.8,850,710,906
M,34,1738,62.3,853,785,901
M,20,1788,66.8,875,760,962
M,27,1720,81.6,960,860,1042
F,49,1586,53.8,875,756,922
F,37,1608,55.0,865,772,920
F,56,1592,57.5,923,755,925
M,19,1783,66.8,861,761,906
M,47,1743,81.1,975,885,967
M,17,1729,73.5,920,840,960
F,18,1617,57.8,847,750,910
F,47,1502,54.7,899,794,904
F,34,1614,54.9,821,718,913
F,50,1557,62.6,952,783,960
F,28,1520,41.6,760,610,834
M,61,1757,70.3,926,808,941
F,19,1545,63.7,925,778,974
F,27,1525,50.9,841,690,894
F,32,1700,60.6,895,749,940
M,43,1740,73.2,924,890,980
M,30,1795,67.7,883,742,922
F,27,1585,63.2,904,865,980
F,17,1580,49.8,830,704,881
M,38,1666,64.5,885,785,934
F,62,1621,77.1,1017,966,1041
M,34,1670,75.4,952,831,975
M,18,1719,68.0,913,755,961
F,66,1511,67.0,1011,971,956
M,20,1743,61.0,920,774,902
F,19,1589,56.7,855,722,922
F,49,1499,55.4,906,786,930
M,48,1715,85.2,998,923,1004
F,18,1602,82.9,1101,975,1051
F,22,1535,42.5,744,626,794
M,69,1670,63.9,938,825,903
F,44,1628,59.3,915,770,926
F,21,1545,55.4,921,790,925
M,32,1756,65.4,896,820,930
F,22,1619,52.7,838,734,926
M,27,1760,75.0,930,845,983
M,56,1562,62.2,890,866,887
M,38,1732,78.7,990,872,984
